segment,anomaly,train,sampling,duration,len,mean,var,std,kurtosis,skew,n_peaks,smooth10_n_peaks,smooth20_n_peaks,diff_peaks,diff2_peaks,diff_var,diff2_var,gaps_squared,len_weighted,var_div_duration,var_div_len,label
525.0,1.0,1.0,1.0,174.0,175.0,3.928754457142857e-06,6.898856316682082e-10,2.6265674018920745e-05,-1.3314447490337171,0.0058847122806329,1.0,1.0,1.0,37.0,53.0,2.144712400531904e-12,3.4801756369188124e-12,174.0,175.0,3.964859952116139e-12,3.942203609532618e-12,0
526.0,1.0,1.0,1.0,169.0,170.0,-2.567113808235294e-06,5.210297586699144e-10,2.282607628721841e-05,-1.1340324741240015,-0.2769801674810336,2.0,2.0,1.0,2.0,4.0,5.803615631219481e-12,1.0835466682207243e-11,169.0,170.0,3.08301632349062e-12,3.0648809333524388e-12,0
527.0,0.0,1.0,1.0,184.0,185.0,-5.1078842e-06,8.089410989843596e-10,2.844188986309383e-05,-1.503217623256128,-0.0116083128271156,1.0,1.0,1.0,53.0,64.0,1.4717642054904662e-12,1.5555457875524017e-12,184.0,185.0,4.396419016219345e-12,4.372654589104646e-12,0
528.0,0.0,1.0,1.0,173.0,174.0,-6.735688793103449e-06,6.870702793458167e-10,2.621202547201984e-05,-1.4880230135868149,-0.0043806227083421,1.0,1.0,1.0,48.0,58.0,1.2911074342122342e-12,1.128840482180184e-12,173.0,174.0,3.9715045048891136e-12,3.948679766355268e-12,0
529.0,0.0,0.0,1.0,178.0,179.0,-1.8439049106145256e-06,5.819590247555423e-10,2.412382690941764e-05,-1.4052033982988037,-0.0158791917522145,1.0,1.0,1.0,45.0,60.0,9.382177753647056e-13,6.780398011440341e-13,178.0,179.0,3.269432723345745e-12,3.251167736064484e-12,0
530.0,0.0,1.0,1.0,173.0,174.0,4.11167585632184e-06,5.427776244930743e-10,2.3297588383630488e-05,-1.4703082678677812,-0.0338930975228551,1.0,1.0,1.0,48.0,58.0,9.972380711099992e-13,8.619117694890645e-13,173.0,174.0,3.137442916144938e-12,3.1194116350176682e-12,0
531.0,0.0,1.0,1.0,176.0,177.0,1.867427915254238e-06,4.1867188357284516e-10,2.046147315255784e-05,-1.4198594618066445,-0.0025247830695677,1.0,1.0,1.0,50.0,57.0,8.177125414513476e-13,8.271260562881564e-13,176.0,177.0,2.378817520300257e-12,2.3653778732929106e-12,0
532.0,0.0,1.0,1.0,162.0,163.0,-5.429010650306749e-06,1.8248729853584234e-10,1.3508785975647196e-05,-1.4273639762217434,-0.0602108262270494,1.0,1.0,1.0,49.0,55.0,5.522557247718788e-13,8.32916834859617e-13,162.0,163.0,1.1264648057768046e-12,1.119553978747499e-12,0
533.0,0.0,0.0,1.0,180.0,181.0,-1.4765688784530385e-06,3.028456005213832e-10,1.7402459611255623e-05,-1.4969960686978443,-0.0290166397977637,1.0,1.0,1.0,49.0,58.0,6.534627581655137e-13,8.204234873799789e-13,180.0,181.0,1.6824755584521288e-12,1.6731801133778077e-12,0
534.0,1.0,1.0,1.0,178.0,179.0,-6.986181675977654e-07,2.0000833012047448e-10,1.414243013489812e-05,-1.302728549444946,-0.0464904613871953,2.0,2.0,1.0,1.0,2.0,4.543564979131482e-12,8.918525503489127e-12,178.0,179.0,1.1236423040476094e-12,1.1173649727400808e-12,0
535.0,0.0,0.0,1.0,178.0,179.0,3.18376443575419e-06,2.4711681180388676e-10,1.5719949484775285e-05,-1.4623293937324562,0.0079188115531972,1.0,1.0,1.0,50.0,60.0,5.635078992856428e-13,7.581955701835355e-13,178.0,179.0,1.3882966955274538e-12,1.3805408480664065e-12,0
536.0,0.0,1.0,1.0,172.0,173.0,-3.669179412947977e-06,2.9120725992998657e-10,1.7064795924065033e-05,-1.3312601753964155,-0.1279699461978589,1.0,1.0,1.0,50.0,60.0,6.541446455875395e-13,8.493656376068846e-13,172.0,173.0,1.6930654647092245e-12,1.6832789591328705e-12,0
537.0,0.0,0.0,1.0,184.0,185.0,-3.519950951351352e-06,5.304922010095635e-10,2.3032416308532707e-05,-1.4857588901525736,-0.0371197275741813,1.0,1.0,1.0,50.0,62.0,8.477244340353451e-13,6.842046370087104e-13,184.0,185.0,2.883109788095454e-12,2.8675254108625053e-12,0
538.0,0.0,1.0,1.0,172.0,173.0,-3.97798358381503e-06,4.497415817015277e-10,2.120711158318189e-05,-1.328992002576331,-0.0891868634497112,1.0,1.0,1.0,46.0,60.0,8.159706509489115e-13,7.728679824850827e-13,172.0,173.0,2.61477663779958e-12,2.599662321974149e-12,0
539.0,1.0,1.0,1.0,183.0,184.0,-4.545543016304348e-06,3.8296916807845964e-10,1.9569598056129303e-05,-0.7126271169461913,-0.0723660286092291,2.0,2.0,2.0,1.0,2.0,1.295919393467186e-11,2.5482486892953148e-11,183.0,184.0,2.092727694417813e-12,2.081354174339456e-12,0
540.0,0.0,1.0,1.0,182.0,183.0,5.071600120218578e-06,8.729236407426706e-10,2.954528119247929e-05,-1.4679080607749369,0.0066184594519183,1.0,1.0,1.0,50.0,64.0,1.2769147149866485e-12,7.51742893762703e-13,182.0,183.0,4.796283740344344e-12,4.770074539577435e-12,0
541.0,1.0,1.0,1.0,169.0,170.0,-3.978198005882353e-06,6.599194174445847e-10,2.5688896773598213e-05,-1.1880321868763484,-0.0101743705798095,2.0,2.0,1.0,1.0,3.0,2.9631715896940915e-11,7.397554174097264e-11,169.0,170.0,3.904848623932454e-12,3.881878926144616e-12,0
542.0,0.0,1.0,1.0,181.0,182.0,-6.175218681318682e-06,7.616885035857179e-10,2.759870474471072e-05,-1.49380869236157,-0.0304795605397336,1.0,1.0,1.0,43.0,58.0,1.150976100213984e-12,7.329079766115116e-13,181.0,182.0,4.2082237767166726e-12,4.185101668053395e-12,0
543.0,1.0,0.0,1.0,179.0,180.0,1.7732934666666664e-06,3.702683626611856e-10,1.924235855245364e-05,-0.6502014844788238,-0.3659438821829003,1.0,1.0,1.0,2.0,2.0,1.2121689248481508e-11,2.30866843728824e-11,179.0,180.0,2.068538338889305e-12,2.057046459228809e-12,0
544.0,0.0,1.0,1.0,174.0,175.0,-2.211472388571412e-07,3.5337663375531194e-10,1.87983146519924e-05,-1.3480222316831327,-0.0600188091746714,1.0,1.0,1.0,45.0,55.0,7.203693399026809e-13,7.643121600271909e-13,174.0,175.0,2.030900193996045e-12,2.019295050030354e-12,0
545.0,0.0,1.0,1.0,172.0,173.0,3.4147891849710983e-06,2.659444116062169e-10,1.6307802169704442e-05,-1.481939896176336,-0.0179647640478267,1.0,1.0,1.0,53.0,60.0,5.639855470027592e-13,6.22637870531062e-13,172.0,173.0,1.5461884395710284e-12,1.5372509341399821e-12,0
546.0,0.0,0.0,1.0,171.0,172.0,1.9884585383720925e-06,1.995111929555685e-10,1.4124843112600174e-05,-1.42618234481506,-0.0316289687119345,1.0,1.0,1.0,55.0,58.0,5.052832921984451e-13,6.923282103486483e-13,171.0,172.0,1.1667321225471845e-12,1.1599487962533056e-12,0
547.0,0.0,0.0,1.0,160.0,161.0,-2.7352636211180124e-06,1.1163082708514842e-10,1.0565549066903642e-05,-1.3630195915753731,-0.1391029131367276,1.0,1.0,1.0,49.0,56.0,4.630526242154876e-13,8.968181353841817e-13,160.0,161.0,6.976926692821776e-13,6.933591744419156e-13,0
548.0,1.0,1.0,1.0,178.0,179.0,-2.237841547486033e-06,1.9518356121687448e-10,1.3970811043632163e-05,-1.510108141534404,0.0333688132462481,1.0,1.0,1.0,38.0,44.0,6.782467927172651e-13,1.1857555022739098e-12,178.0,179.0,1.0965368607689577e-12,1.0904109565188518e-12,0
549.0,1.0,1.0,1.0,162.0,163.0,-3.9004963190184033e-07,1.2828710678489393e-10,1.132638983899521e-05,3.2706862452997605,0.3860086622677174,2.0,2.0,1.0,1.0,2.0,5.654995904113586e-11,1.6829117419127134e-10,162.0,163.0,7.918957208944069e-13,7.870374649379995e-13,0
550.0,0.0,0.0,1.0,183.0,184.0,2.313287600543478e-06,1.9784651840482368e-10,1.406579249117602e-05,-1.4839028107089227,0.019116002202044,1.0,1.0,1.0,49.0,54.0,4.993158301207962e-13,7.09808694035575e-13,183.0,184.0,1.0811285158733536e-12,1.0752528174175202e-12,0
551.0,0.0,1.0,1.0,179.0,180.0,9.223773e-07,2.0971152004447186e-10,1.4481419821428834e-05,-1.4559627482491648,-0.0007128391100301,1.0,1.0,1.0,53.0,58.0,5.818025846824962e-13,9.245825166475764e-13,179.0,180.0,1.171572737678614e-12,1.1650640002470665e-12,0
552.0,0.0,1.0,1.0,179.0,180.0,-2.811631030555556e-06,2.380955758686041e-10,1.5430345941313308e-05,-1.3909560729388952,-0.0420440297988382,1.0,1.0,1.0,43.0,48.0,1.24791510341147e-12,3.056907453007171e-12,179.0,180.0,1.3301428819475088e-12,1.3227531992700226e-12,0
553.0,0.0,0.0,1.0,168.0,169.0,-3.653574473372781e-06,2.2858248933871147e-10,1.51189447164381e-05,-1.3995239278159226,-0.0546852183413944,1.0,1.0,1.0,43.0,51.0,1.5832003860192598e-12,3.897569259247844e-12,168.0,169.0,1.3606100555875685e-12,1.3525591085130857e-12,0
554.0,1.0,0.0,1.0,184.0,185.0,3.0613708702702705e-06,3.7793868142287665e-10,1.944064508762188e-05,-1.315029943443082,0.0787431109276287,3.0,2.0,2.0,2.0,15.0,1.61004654894104e-11,3.2975457040774905e-11,184.0,185.0,2.0540145729504167e-12,2.042911791475009e-12,0
555.0,0.0,1.0,1.0,179.0,180.0,7.461377183333333e-06,5.000851385422951e-10,2.236258344964408e-05,-1.4255998843771889,-0.0035920172353984,1.0,1.0,1.0,44.0,54.0,1.856440123683434e-12,3.791295350957484e-12,179.0,180.0,2.7937717236999737e-12,2.7782507696794186e-12,0
556.0,0.0,0.0,1.0,168.0,169.0,-8.293589349112417e-08,4.713894984200171e-10,2.171150612970038e-05,-1.1879160265483562,-0.2328721596845174,1.0,1.0,1.0,37.0,43.0,2.1790587131071335e-12,4.849974196896586e-12,168.0,169.0,2.8058898715477207e-12,2.7892869728995093e-12,0
557.0,0.0,1.0,1.0,180.0,181.0,-1.659282861878453e-06,7.81637694812039e-10,2.7957784154185738e-05,-1.466738623688669,-0.0189533222075667,1.0,1.0,1.0,42.0,57.0,1.2555944623646225e-12,8.590130746152027e-13,180.0,181.0,4.342431637844662e-12,4.318440302828945e-12,0
558.0,1.0,0.0,1.0,162.0,163.0,-7.510999061349691e-06,5.402719815115216e-10,2.3243751450906577e-05,-1.4106577912380172,-0.029703859305557,2.0,2.0,2.0,3.0,6.0,2.4327129488390128e-11,4.7886398284878706e-11,162.0,163.0,3.335012231552602e-12,3.314552033813016e-12,0
559.0,0.0,1.0,1.0,181.0,182.0,-1.209923576923081e-07,7.557549509521982e-10,2.7490997634720324e-05,-1.4981933296930314,0.0122627497155917,1.0,1.0,1.0,42.0,58.0,1.1185401561712305e-12,5.745037179490592e-13,181.0,182.0,4.175441717967947e-12,4.152499730506585e-12,0
560.0,0.0,1.0,1.0,179.0,180.0,3.3313553666666667e-06,7.569871006985136e-10,2.751339856685309e-05,-1.4305043850002437,-0.0291251003939565,1.0,1.0,1.0,48.0,65.0,1.1486341226854199e-12,7.80061589607515e-13,179.0,180.0,4.2289782161928135e-12,4.205483892769521e-12,0
561.0,0.0,1.0,1.0,173.0,174.0,3.106150172413793e-06,6.307744907694023e-10,2.5115224282681656e-05,-1.4747052794438444,-0.0114113442563056,1.0,1.0,1.0,46.0,58.0,1.0503139329057761e-12,7.207755916829353e-13,173.0,174.0,3.646095322366487e-12,3.625140751548289e-12,0
562.0,1.0,1.0,1.0,179.0,180.0,-2.1904585055555555e-06,5.135813689510474e-10,2.2662333704873543e-05,-1.3938524709107605,-0.0825066597335835,2.0,1.0,1.0,2.0,3.0,2.2567059658442548e-11,5.1707194724401215e-11,179.0,180.0,2.869169658944401e-12,2.85322982750582e-12,1
563.0,0.0,1.0,1.0,175.0,176.0,-5.481933357954546e-06,3.9679613590452124e-10,1.9919742365415306e-05,-1.4874514328350243,0.0161292863447041,1.0,1.0,1.0727788319766594,48.0,61.0,7.009598036848165e-13,5.603670705841424e-13,175.0,188.2210565833661,2.2674064908829788e-12,2.254523499457508e-12,1
564.0,1.0,0.0,1.0,177.0,178.0,-1.3631992702247191e-06,2.9429497515230195e-10,1.7155027693137132e-05,-1.3881633182576685,-0.099300443027436,1.0,1.0,1.145557663953319,16.0,20.0,1.1737408986525488e-12,1.7667767789512799e-12,177.0,202.44211316673227,1.6626834754367341e-12,1.6533425570354041e-12,1
565.0,1.0,0.0,1.0,177.0,178.0,5.568302140449439e-06,1.925241809962748e-10,1.3875308320764436e-05,1.1512360889891389,-0.0766151774366022,1.0,1.0,1.2183364959299783,13.0,16.0,9.552801721496108e-13,1.5646166713174177e-12,177.0,214.6631697500984,6.209686066354091e-05,1.081596522450982e-12,1
566.0,0.0,0.0,1.0,179.0,180.0,6.026532722222221e-07,2.4545578628251065e-10,1.5667028636040422e-05,-2.83137937856315,-0.0199987370943976,1.0,1.0,1.2911153279066379,51.0,57.0,5.123414207891012e-13,6.301460954832799e-13,179.0,228.8842263334645,-0.00032827188169194123,1.3636432571250592e-12,1
567.0,0.0,1.0,1.0,180.0,181.0,-4.140155955801105e-06,2.924762678503694e-10,1.710193754667492e-05,-0.546779250576007,-0.036088305048436,1.0,1.0,1.3638941598832972,54.0,58.0,6.021037785261555e-13,7.516016427814265e-13,180.0,242.10528291683067,9.873964372445101e-05,1.615890982598726e-12,1
568.0,0.0,1.0,1.0,181.0,182.0,-4.1619305719780215e-06,3.7691948799907345e-10,1.941441443873787e-05,-0.3476402219797669,0.0666616819507801,1.0,1.0,1.4366729918599566,56.0,66.0,6.928733144743676e-13,7.09714961267746e-13,181.0,255.3263395001968,-0.00023112405839659337,2.070986197797107e-12,1
569.0,1.0,0.0,1.0,157.0,158.0,8.033583196835443e-06,3.6264245887126e-10,1.904317355041591e-05,-2.1106787413839685,-0.1004938421398909,2.0,2.0,2.509451823836616,1.0,4.0,1.8779967962695608e-11,3.682602501795995e-11,157.0,243.5473960835629,0.0001584777701363722,2.295205435894051e-12,1
570.0,1.0,1.0,1.0,193.0,194.0,5.798176829896908e-06,6.141588712069873e-10,2.478222893944344e-05,-2.1862624751144604,0.0715518148824653,1.0,1.0,1.5822306558132755,1.0,1.0,6.254610699593568e-12,1.1356505065961677e-11,193.0,291.7684526669291,0.00022072472630463817,3.165767377355606e-12,1
571.0,1.0,1.0,1.0,173.0,174.0,-2.93373433908046e-06,7.572117639294511e-10,2.7517481060763016e-05,-2.4644215849533886,-0.0525631529266587,2.0,1.0,1.6550094877899348,1.0,1.0,3.640618106343097e-11,1.0536611200784959e-10,173.0,283.9895092502952,0.0002551915634914533,4.351791746720984e-12,1
572.0,0.0,1.0,1.0,185.0,186.0,-5.332718838709678e-06,9.43464202239685e-10,3.071586238801843e-05,-1.3206245847888642,-0.0263024372068742,1.0,1.0,1.7277883197665944,48.0,56.0,1.36114690601729e-12,8.421599136218383e-13,185.0,308.2105658336613,0.0008021697124127687,0.005481004173716507,1
573.0,1.0,1.0,1.0,182.0,183.0,-5.823235721311476e-06,6.968868213303102e-10,2.639861400396449e-05,-0.1895470713256444,-0.2906108170883721,1.0,1.0,1.8005671517432538,1.0,1.0,7.472346443158271e-12,1.3552977462478552e-11,182.0,317.4316224170275,-0.00038986481415008455,3.8081247067230066e-12,1
574.0,0.0,1.0,1.0,189.0,190.0,8.217037368421051e-07,7.195700209133075e-10,2.682480234621138e-05,-1.2399738939028742,0.0043845139125066,1.0,1.0,1.8733459837199131,57.0,65.0,9.881817133168795e-13,5.89694228521042e-13,189.0,336.6526790003936,-0.00030860151589321496,3.78721063638583e-12,1
575.0,0.0,1.0,1.0,187.0,188.0,3.749299085106384e-06,5.226379713222644e-10,2.286127667743568e-05,0.0689524105202525,-0.0724098708836704,1.0,1.0,1.9461248156965727,50.0,59.0,9.301160795213685e-13,1.011943030247648e-12,187.0,346.8737355837597,-0.0001046716547698442,2.7799892091609805e-12,1
576.0,1.0,0.0,1.0,178.0,179.0,-3.9347292737430123e-07,2.4309433147694147e-10,1.559148265807141e-05,-5.114237597101992,0.1657828678133292,2.0,2.0,3.0189036476732323,1.0,2.0,7.680488844565865e-12,1.4968803342247053e-11,178.0,350.09479216712583,3.8202935368941506e-05,1.358068890932634e-12,1
577.0,0.0,1.0,1.0,177.0,178.0,-1.0566310657303371e-06,2.1866225550069758e-10,1.4787232854753374e-05,-1.9079292784363884,-0.0699185399482698,1.0,1.0,2.091682479649892,49.0,57.0,5.290810510561343e-13,6.987183563225617e-13,177.0,361.315848750492,0.0003102672067351777,1.2284396376443684e-12,1
578.0,1.0,1.0,1.0,179.0,180.0,-2.014020322222222e-06,1.5770360666355238e-10,1.2558009661708036e-05,-1.6964930159211282,-0.5798384008818683,2.0,2.0,1.0,2.0,3.0,2.1560049877531808e-11,4.2847942893750396e-11,179.0,375.5369053338581,-0.00037161595156013873,8.761311481308465e-13,1
579.0,1.0,1.0,1.0,171.0,172.0,-8.532835232558139e-07,1.1769918155933584e-10,1.0848925364262393e-05,-0.697669832704171,-0.1538658650254473,2.0,2.0,1.0,1.0,3.0,3.399091893034279e-12,6.533922622802891e-12,171.0,379.7579619172242,-0.0007015272055857675,6.84297567205441e-13,1
580.0,0.0,1.0,1.0,187.0,188.0,9.269253297872344e-07,1.5902265618061183e-10,1.2610418556916016e-05,-0.9324565594756934,0.0190819372913476,1.0,1.0,1.0,51.0,56.0,3.993201106143337e-13,5.94209964153926e-13,187.0,407.9790185005904,0.0009445935362935833,8.458651924500629e-13,1
581.0,0.0,1.0,1.0,187.0,188.0,2.0999678138297868e-06,1.446061648064251e-10,1.2025230343175348e-05,-1.7335111675334234,0.0619476773583153,1.0,1.0,1.0,51.0,60.0,3.951543907323501e-13,6.110517297600732e-13,187.0,420.2000750839565,-0.0004957748332640378,7.691817276937507e-13,1
582.0,0.0,0.0,1.0,189.0,190.0,-3.543368947368421e-06,4.1343986610359815e-10,2.0333220750869705e-05,-0.4751549381955793,-0.0042213994597283,1.0,1.0,1.0,61.0,65.0,6.740231392401314e-13,6.543541377743529e-13,189.0,434.4211316673226,0.00036645645013664305,2.175999295282096e-12,1
583.0,1.0,1.0,1.0,193.0,194.0,-2.1673943737113404e-06,4.338585852036456e-10,2.0829272315749428e-05,0.9919668165821348,0.2271831297825001,2.0,2.0,2.0,1.0,3.0,2.9246393255875896e-11,7.820510244256383e-11,193.0,450.6421882506888,1.3700377425625122e-05,2.236384459812606e-12,1
584.0,0.0,1.0,1.0,191.0,192.0,5.340459023437501e-06,7.176389841455956e-10,2.678878467093264e-05,-1.60151256917294,0.0410286238813347,1.0,1.0,1.0,57.0,63.0,1.0232023744893637e-12,7.79902469683205e-13,191.0,460.8632448340549,0.00011011594325212263,3.737703042424977e-12,1
585.0,1.0,0.0,1.0,189.0,190.0,-3.2103657631578944e-06,7.52493502949906e-10,2.7431615026277728e-05,-3.2339051014793743,0.1799463007270632,3.0,3.0,1.0,2.0,5.0,1.7092273055712278e-11,3.3304600687153866e-11,189.0,471.08430141742105,-6.79389470545574e-07,3.960492120788979e-12,1
586.0,0.0,1.0,1.0,203.0,204.0,-5.036043e-06,9.146646213672083e-10,3.0243422778634176e-05,-4.662989189540064,0.0072467773578222,1.0,1.0,1.0,-7.338472504030751,66.0,1.0800085989555378e-12,6.079179229298127e-13,203.0,497.3053580007871,-0.00016862822545199717,4.483650104741218e-12,1
587.0,1.0,1.0,1.0,194.0,195.0,-1.5552824307692304e-05,3.1611409457242145e-10,1.7779597705584385e-05,-1.3040377968823118,-0.5134175414095293,1.0,1.0,1.0,-125.93122235360791,3.0,2.56451577609813e-12,4.187942810283249e-12,194.0,500.52641458415326,0.0002033012234792667,1.6210979208842129e-12,1
588.0,0.0,1.0,1.0,215.0,216.0,2.730474810185189e-07,7.32724243409441e-10,2.7068879611270227e-05,-1.0017295035090237,-0.0078266742427868,1.0,1.0,1.0,82.7179446784456,73.0,8.627547958944228e-13,7.143196919771664e-13,215.0,533.7474711675194,-0.00019217810334865796,3.392241867636301e-12,1
589.0,0.0,1.0,1.0,203.0,204.0,-1.3290167647059006e-07,4.036148930581817e-10,2.0090169064947703e-05,-2.8355225159985844,-0.472632553338852,1.0,1.0,1.0,93.15167457122055,69.0,5.465609182772431e-13,7.850517156175252e-13,203.0,533.9685277508855,0.0005110451274987941,1.978504377736185e-12,1
590.0,1.0,0.0,1.0,204.0,205.0,5.901464151219515e-07,1.9283740315328942e-10,1.388659076783389e-05,0.7041216845953988,0.0265380165028413,3.0,2.0,2.0,-187.93688364713603,5.0,7.0177044106278096e-12,1.390634519843228e-11,204.0,547.1895843342517,0.0002490768431938037,9.406702592843386e-13,1
591.0,0.0,0.0,1.0,210.0,211.0,1.718740926540286e-06,2.342772408858432e-10,1.5306117760093288e-05,-2.241991968083537,-0.1315898209570772,1.0,1.0,1.0,108.02392497390247,73.0,3.937276320675397e-13,5.616809255385638e-13,210.0,565.4106409176178,0.0002627273672332756,1.110318677184091e-12,1
592.0,1.0,1.0,1.0,194.0,195.0,-1.275361303076923e-06,8.774068800372643e-11,9.36699994682003e-06,-4.172633207078478,-0.4961004971757697,2.0,2.0,1.0,128.57330006417925,7.0,1.6598144613669097e-12,3.4895872430821245e-12,194.0,561.6316975009839,-0.0002222088286788616,4.499522461729561e-13,1
593.0,1.0,1.0,1.0,204.0,205.0,-2.1547941321951217e-06,1.2088117069354011e-10,1.0994597341128055e-05,1.0767574280507086,-0.1176510849457859,2.0,2.0,1.0,-106.15693683935353,5.0,2.8726889629900364e-12,5.627241637167845e-12,204.0,583.8527540843501,-0.00010356482129166764,5.896642472855615e-13,1
594.0,0.0,0.0,1.0,210.0,211.0,-5.609154976303323e-07,1.388318428451607e-10,1.178269251254401e-05,0.7878706393523558,-0.0140794589898975,1.0,1.0,1.0,116.12320395147324,71.0,3.5472615904645763e-13,6.874272943165023e-13,210.0,602.0738106677162,6.611040135483845e-13,6.579708191713777e-13,1
595.0,1.0,1.0,1.0,210.0,211.0,2.233324222748815e-06,1.1855512224142902e-10,1.0888302082576008e-05,-5.373267462076401,-0.0324978817711657,2.0,1.0,1.0,129.72911168061404,34.0,6.80867531135732e-13,1.4000799933249873e-12,210.0,614.2948672510823,5.64548201149662e-13,5.618726172579574e-13,1
596.0,0.0,1.0,1.0,203.0,204.0,-1.6734823039215685e-06,1.5590532073309763e-10,1.2486205217482915e-05,-2.0093742278391344,-0.455091876066281,1.0,1.0,1.0,126.86113415875471,69.0,3.56169412514092e-13,7.152515181494598e-13,203.0,619.5159238344485,7.680065060743725e-13,7.642417682994984e-13,1
597.0,0.0,1.0,1.0,214.0,215.0,-2.539793086046512e-06,3.7216808344265136e-10,1.929165839016053e-05,-2.6989302800033173,-0.003556022089262,1.0,1.0,1.0,138.93285124127277,70.0,5.196732627888497e-13,5.81382016388851e-13,214.0,215.0,1.7391031936572493e-12,1.7310143415937273e-12,1
598.0,0.0,1.0,1.0,201.0,202.0,-5.529147031683167e-06,2.9808875391876393e-10,1.7265246998486986e-05,1.8015648188775129,-0.0282757430291416,1.0,1.0,1.0,27.266663653052674,67.0,4.709249889967386e-13,5.090006177916766e-13,201.0,202.0,1.483028626461512e-12,1.4756869005879402e-12,1
599.0,0.0,1.0,1.0,203.0,204.0,4.837398918627452e-06,5.889272234350478e-10,2.426782279964661e-05,-1.6870262976980257,0.0442253027653629,1.0,1.0,1.0,-70.34039774591736,68.0,8.037595467324065e-13,7.273267583384909e-13,203.0,204.0,2.901119327266245e-12,2.886898154093372e-12,1
600.0,0.0,0.0,1.0,206.0,207.0,4.025310743961351e-06,7.314965750676103e-10,2.7046193356323e-05,-4.466487468650489,0.0226682235711286,1.0,1.0,1.0,-0.48364791318558176,75.0,9.64086849325818e-13,8.194811100282937e-13,206.0,207.0,3.550954247901021e-12,3.533799879553673e-12,1
601.0,0.0,1.0,1.0,218.0,219.0,9.024026598173512e-07,7.504600362979323e-10,2.7394525662948288e-05,0.2619315051395212,0.0465859057970058,1.0,1.0,1.0,-15.788231998112302,69.0,9.958952033567953e-13,1.0230810098495004e-12,218.0,219.0,3.44247723072446e-12,3.426758156611563e-12,1
602.0,0.0,0.0,1.0,205.0,206.0,-1.0170743388349514e-05,4.806200080861376e-10,2.192304741786912e-05,-3.913768925585401,-0.0481157357716017,1.0,1.0,1.0,45.57962462556995,67.0,7.306785331623037e-13,8.326022119340334e-13,205.0,206.0,2.344487844322624e-12,2.333106835369601e-12,1
603.0,0.0,1.0,1.0,240.0,241.0,-1.6662614594190866e-06,8.964343819861827e-10,2.9940514056812432e-05,-2.014136355632172,-0.0164402317445212,1.0,1.0,1.0,194.32226150237096,77.0,9.845303146405569e-13,1.0274059876217558e-12,240.0,241.0,3.735143258275762e-12,3.7196447385318795e-12,1
604.0,1.0,1.0,1.0,208.0,209.0,-1.1587311778468898e-05,2.672247300298246e-10,1.6347009819224574e-05,-0.7753039716572827,-0.5442391892137586,2.0,2.0,2.0,-152.97674184402427,3.0,1.5553477663537176e-11,3.1265062922282936e-11,208.0,209.0,1.2847342789895413e-12,1.278587225023084e-12,1
605.0,0.0,0.0,1.0,260.0,261.0,4.186264419923371e-06,7.243158469804443e-10,2.691311663446737e-05,-1.352752306309069,-0.0715811535792421,1.0,1.0,1.0,78.0,92.0,7.094151238137534e-13,9.191870189733438e-13,260.0,261.0,2.7858301806940175e-12,2.775156501840784e-12,0
606.0,1.0,1.0,1.0,230.0,231.0,5.946156154978357e-06,3.7123312359422886e-10,1.926741092088475e-05,-0.6808751053871167,-0.4370166380807675,2.0,2.0,1.0,1.0,3.0,1.2631867988149988e-11,2.5174790957650503e-11,230.0,231.0,1.614057059105343e-12,1.6070697991092162e-12,0
607.0,1.0,1.0,1.0,222.0,223.0,2.158126847533632e-06,2.9226704255462016e-10,1.7095819446713286e-05,-0.9889775425097632,-0.2801376534846925,2.0,1.0,1.0,1.0,1.0,2.408617291864031e-11,7.17669958307965e-11,222.0,223.0,1.3165182097054962e-12,1.3106145406036778e-12,0
608.0,0.0,1.0,1.0,230.0,231.0,-5.623284359307359e-06,2.8297097812740705e-10,1.682174123351703e-05,-1.4696503488937442,-0.0063488145792968,1.0,1.0,1.0,63.0,79.0,4.51565743742209e-13,6.829762826442294e-13,230.0,231.0,1.2303086005539437e-12,1.2249825892961344e-12,0
609.0,1.0,1.0,1.0,232.0,233.0,-1.302382489270386e-07,5.059906822346824e-10,2.2494236644853773e-05,-1.3663339234846343,-0.1100447480980243,2.0,2.0,2.0,2.0,3.0,6.984612955640601e-12,1.3197843141225931e-11,232.0,233.0,2.180994319977079e-12,2.171633829333401e-12,0
610.0,1.0,0.0,1.0,227.0,228.0,4.378146798245618e-07,4.4245044923534597e-10,2.1034506156203097e-05,-1.2004587413287835,-0.0878473746524072,2.0,2.0,2.0,1.0,2.0,9.609513476414387e-12,1.8622248261878747e-11,227.0,228.0,1.949120921741612e-12,1.9405721457690613e-12,0
611.0,0.0,0.0,1.0,224.0,225.0,7.611514888888889e-06,6.577119268046363e-10,2.564589493085855e-05,-1.4093672346457535,-0.0197722176583211,1.0,1.0,1.0,66.0,78.0,8.337399633617346e-13,9.467215513123024e-13,224.0,225.0,2.936213958949269e-12,2.9231641191317168e-12,0
612.0,0.0,1.0,1.0,231.0,232.0,-2.430365163793104e-06,7.350877080849727e-10,2.711250095592387e-05,-1.439216497269319,-0.015391010222663,1.0,1.0,1.0,58.0,76.0,9.188304567381605e-13,1.0601010843871337e-12,231.0,232.0,3.182197870497717e-12,3.1684815003662616e-12,0
